
#
# Start of IEEE IAB registry data
#
40D8550D7	Avant Technologies
0050C239F	Isensix
0050C23B1	Specstroy-Svyaz Ltd
0050C23AE	Hankuk Tapi Computer Co., Ltd
0050C23AF	Norbit ODM AS
0050C23B0	Microtarget Tecnologia Digital Ltda.
0050C23A5	LabJack Corporation
0050C23A0	StreetFire Sound Labs, LLC
0050C23BD	Bigbang L.T.D.
0050C23B4	Contrôle Analytique inc.
0050C236B	Minerva Technology Inc
0050C2365	VPG
0050C2369	Always On Wireless
0050C238D	A&G Soluzioni Digitali
0050C237E	Ni.Co. S.r.l.
0050C237A	IDA Corporation
0050C2382	Colorado vNet
0050C2362	AZD Praha s.r.o.
0050C2387	Inoteska s.r.o.
0050C235D	NetTest A/S
0050C234F	North Pole Engineering, Inc.
0050C232E	MANUSA-GEST, S.L.
0050C2324	ODIXION
0050C2334	Picture Elements, Inc.
0050C2335	Nimcat Networks
0050C2341	Novx Systems
0050C233E	CA Technology, Inc
0050C2320	DTASENSOR S.p.A.
0050C2358	ALCEA
0050C2355	IHM
0050C22F9	Digilent Inc.
0050C22F5	ADChips
0050C22EE	SHF Communication Technologies AG
0050C22F2	Eurotek Srl
0050C22EA	QUBIsoft S.r.l.
0050C2300	Soredex Instrumentarium Oyj
0050C231C	Casa Systems Inc.
0050C22BD	StorLink Semi
0050C22B9	Richmond Sound Design Ltd.
0050C22B6	Softier Inc.
0050C22D5	PIXY AG
0050C22D7	Neo Electronics Ltd
0050C22E4	iamba LTD.
0050C22DC	Wiener, Plein & Baus GmbH
0050C22B2	Smiths Detection
0050C22CB	FACTS Engineering LLC
0050C22A8	DVTel Israel Ltd.
0050C2292	AMIRIX Systems
0050C228F	Spellman High Voltage Electronics Corp
0050C2290	EBNEURO SPA
0050C2274	Fundación TECNALIA Research & Innovation
0050C2273	Servicios Condumex, S. A. de C. V.
0050C2264	Confidence Direct Ltd
0050C2282	Telvent
0050C2280	AGECODAGIS SARL
0050C2285	Littwin GmbH & Co KG
0050C225A	Zendex Corporation
0050C2241	Contronics Automacao Ltda
0050C2247	Gradual Tecnologia Ltda.
0050C224B	Azimuth Systems, Inc.
0050C2265	BELIK S.P.R.L.
0050C2254	Thales Communications Ltd
0050C2251	DGT Sp. z o.o.
0050C221A	MST SYSTEMS LIMITED
0050C221E	Applied Technologies Associates
0050C2216	Level Control Systems
0050C2215	VoiceCom AG
0050C2227	Intelligent Photonics Control
0050C2228	Intelligent Media Technologies, Inc.
0050C220D	Varisys Ltd
0050C222D	asetek Inc.
0050C2239	Stins Coman
0050C2222	imo-elektronik GmbH
0050C220A	Ferrari electronic AG
0050C21FE	Safetran Traffic Systems Inc.
0050C21F6	BAE SYSTEMS Controls
0050C21F4	Covia, Inc
0050C21C7	TWIN DEVELOPMENT S.A.
0050C21C2	Weltronics Corp.
0050C21CD	INCAA Informatica Italia  srl
0050C21EF	M2 Technology Pty Ltd
0050C21DA	GFI Chrono Time
0050C21D5	Redpoint Controls
0050C21D0	Yazaki North America, Inc.
0050C21A1	Portalplayer, Inc
0050C21C0	WillMonius Inc.
0050C21C1	InfinitiNetworks Inc.
0050C21AF	PESA Inc.
0050C21A8	ANOVA BROADBAND
0050C219E	Paltronics, Inc.
0050C219B	Wilcoxon Research, Inc.
0050C2197	EPM Tecnologia e Equipamentos
0050C218A	Basler Electric Company
0050C2183	Mixbaal S.A. de C.V.
0050C2185	Optical Wireless Link Inc.
0050C2181	Task 84 Spa
0050C2180	Zultys Technologies
0050C217E	Binary Wave Technologies Inc.
0050C217B	Broadstorm Telecom
0050C2179	Verifiber LLC
0050C217C	Jeffress Engineering Pty Ltd
0050C2000	T.L.S. Corp.
0050C2018	CAD-UL GmbH
0050C2013	Sensys Technologies Inc.
0050C2001	JMBS Developpements
0050C2146	APCON, Inc.
0050C215B	Dune Networks
0050C215C	Aoptix Technologies
0050C215D	Cepheid
0050C2153	Advanced Devices SpA
0050C2152	AirVast Technology Inc.
0050C2141	Time Terminal Adductor Group AB
0050C213D	Formula One Management Ltd.
0050C213F	Sentito Networks
0050C2145	ELC Lighting
0050C2147	UniSUR
0050C2142	Instrumeter A/S
0050C2130	U.S. Traffic Corporation
0050C212D	Megisto Systems, Inc.
0050C2135	ELAD SRL
0050C2125	Tecwings GmBh
0050C212B	Dong A Eltek Co., Ltd.
0050C2116	DSP Design, Ltd.
0050C2115	Vidco, Inc.
0050C2117	Wintegra Ltd.
0050C211B	Digital Vision AB
0050C211C	Stonefly Networks
0050C211F	CSS Industrie Computer GmbH
0050C20F9	Raven Industries
0050C20FD	Inducomp Corporation
0050C2105	Lumentis AB
0050C2103	Green Hills Software, Inc.
0050C210D	Implementa GmbH
0050C20F4	Sysnet Co., Ltd.
0050C20E6	RouteFree, Inc.
0050C20E7	Century Geophysical Corp.
0050C20E2	Visual Circuits Corp.
0050C20DC	Elbit Systems Ltd.
0050C20CD	LINET OY
0050C20CB	STUDIEL
0050C20C6	Advanced Medical Information Technologies, Inc.
0050C20C5	SAIA Burgess Controls AG
0050C209E	Infinitec Networks, Inc.
0050C20A4	Bounty Systems Pty Ltd.
0050C2098	EPEL Industrial, S.A.
0050C20A0	CYNAPS
0050C2096	Utronix Elektronikutreckling AB
0050C2092	DigitAll World Co., Ltd
0050C208A	Rising Edge Technologies
0050C2078	Reselec AG
0050C206C	WaveCom Electronics, Inc.
0050C2071	NetVision Telecom
0050C2073	Alstom Signalling Ltd.
0050C207C	PLLB elettronica spa
0050C2067	Riverlink Computers, Ltd.
0050C206A	Unimark
0050C2049	Computer Concepts Corp
0050C2046	Private
0050C2042	B.E.A.R. Solutions (Australasia) Pty, Ltd
0050C2041	Damler Chrysler Rail System (Signal) AB
0050C203F	Celotek Corp
0050C2034	Ing. Buero W. Kanis GmbH
0050C202E	Turtle Mountain Corp
0050C202B	Nova Engineering Inc.
0050C2030	Lockheed Martin Tactical Defense Systems Eagan
0050C2022	Ashling Microsystems Ltd.
0050C2023	Zabacom, Inc.
0050C201C	Tadiran Scopus
0050C2008	Portable Add-Ons
0050C2FDA	Bucher Automation Budapest
40D8550D2	Bucher Automation Budapest
0050C2A59	Televic Rail GmbH
0050C289B	Sensata Technologies
0050C293B	Cleaveland/Price, Inc.
0050C20BF	Private
0050C2689	RF Code
0050C22FA	Tornado Modular Systems
0050C2B04	Ubiquiti Inc
0050C2D1F	Olympus NDT Canada
0050C21C9	modas GmbH
0050C2769	BES GmbH
0050C20B4	Wavefly Corporation
40D855019	Nautel LTD
0050C2DC6	Fluid Components Intl
0050C2DFD	Wotbox ltd
0050C2FD9	Figment Design Laboratories
40D85502A	Tinkerforge GmbH
0050C2059	Austco Marketing & Service (USA) ltd.
0050C20F1	Steelcase Inc.
40D855163	KMtronic ltd
40D85510D	Rite-Tech Industrial Co., Ltd.
0050C224D	Mettler Toledo
0050C2AB5	Mettler Toledo
0050C292D	APProSoftware.com
0050C2065	Clever Devices
0050C29F4	FSR, INC.
0050C2255	STMicroelectronics SRL
0050C2AD6	Unisensor A/S
0050C2C7B	Honeywell
0050C2D95	Honeywell
0050C2EA8	MB connect line GmbH Fernwartungssysteme
0050C2CEC	Erhardt+Leimer GmbH
0050C2453	Erhardt+Leimer GmbH
0050C22E2	Ballard Technology, Inc,
40D8550CE	EST Analytical
0050C2083	ard sa
0050C2624	Comtest Networks
0050C2D88	T+A elektroakustik GmbH & Co.KG
0050C2FBD	EATON FHF Funke + Huster Fernsig GmbH
0050C2379	Control LAN S.A.
0050C23DE	ABB Power Technologies S.p.A.  Unità  Operativa SACE (PTMV)
0050C2913	Leonardo UK Ltd
0050C2FD4	Insitu, Inc
40D85517C	Critical Link LLC
0050C2339	Secure Systems & Services
0050C22C0	Magellan Technology Pty Limited
0050C28AD	Thales Communications Inc
0050C2A48	Thales UK Limited
0050C2AB4	n3k Informatik GmbH
0050C2777	Euro Display Srl
0050C289A	Neptune Technology Group Inc.
0050C27CE	Gogo BA
0050C2EAF	Gogo BA
40D85500B	Gogo BA
0050C267C	Gogo BA
0050C2F8F	Computerwise, Inc.
0050C20B5	EXTREME COPPER,  INC.
0050C2E98	i3 International Inc.
0050C2C63	Potter Electric Signal Co. LLC
0050C29DF	CODEC Co., Ltd.
0050C2DE6	Fr. Sauter AG
0050C2F14	VISION SYSTEMS AERONAUTIC
0050C2E3A	Vocality International Ltd
0050C24B1	NSFOCUS Information Technology Co., Ltd.
0050C2C0A	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
0050C22DA	PYRAMID Computer GmbH
0050C2403	Rohde&Schwarz Topex SA
0050C242C	Trapeze Software Group Inc
40D85500C	Aplex Technology Inc.
0050C21F3	Radionor Communications
0050C2E6A	Aplex Technology Inc.
0050C2E00	Aplex Technology Inc.
0050C2DAB	Aplex Technology Inc.
0050C242F	Win4NET
0050C24DE	GD Mission Systems
0050C2BB7	GD Mission Systems
0050C233D	GD Mission Systems
0050C2CC4	GD Mission Systems
0050C22F7	GILLAM-FEI S.A.
0050C2FDC	QUERCUS TECHNOLOGIES, S.L.
0050C213B	Vaisala Oyj
0050C2217	Linn Products Ltd
40D85507C	Agramkow Fluid Systems A/S
0050C2149	Haag-Streit AG
0050C2D9B	Intuitive Surgical, Inc
0050C2060	Private
0050C260D	Sicon srl
0050C2330	Sicon srl
0050C25CC	Enseo, Inc.
0050C2BA0	txtr GmbH
0050C212C	DELTA TAU DATA SYSTEMS, INC.
0050C21EB	Data Respons A/S
0050C2378	Daintree Networks Pty
0050C222A	Crescendo Networks
0050C2857	Grupo Epelsa S.L.
0050C27AA	Grupo Epelsa S.L.
0050C25F8	Grupo Epelsa S.L.
0050C256A	Grupo Epelsa S.L.
40D855027	Grupo Epelsa S.L.
0050C2BE4	Grupo Epelsa S.L.
40D855071	TATTILE SRL
0050C2B51	Aeroflex GmbH
40D855131	EMAC, Inc.
0050C28E3	bioMérieux Italia S.p.A.
40D855EE6	Narinet, Inc.
40D8551CC	NKT Photonics A/S
40D8551D1	Founder Broadband Network Service Co.,Ltd.
40D8551D3	Kaluga Teletypes Manufacturing Plant
40D8551E0	Embedded Technology Corporation
40D8551E3	Mega Electronics Ltd
40D8551DD	BaOpt Benelux bv
40D8551B9	Beking Industrieele automatisering
40D8551CA	Rigel Engineering
40D8551C5	Private
40D8551A5	DemoPad
40D8551AD	WICHER DIGITAL TECHNIK
40D85517E	TOKHATEC
40D855185	Standard Change Makers
40D855189	Yoozma Corporation
40D855188	Array Corporation
40D855171	Sicon srl
40D855173	Contec Steuerungstechnik & Automation GmbH
40D855177	TRI Engineering co.,ltd.
40D855153	BlinkPipe Ltd
40D85514C	PLT
40D855167	Assembly Contracts Ltd
40D855169	Photop Koncent
40D855164	NFT Automatisierungssysteme GmbH
40D855158	Exibea AB
40D855157	Hitachi Power Solutions Co., Ltd.
40D855160	Thermo Fisher Sceintific
40D855132	AeroVision Avionics, Inc
40D855134	digitech GmbH &amp; Co. KG
40D85512D	Biotage Sweden AB
40D855126	TTI LTD
40D85510B	So-Cool Corporation.
40D855114	GD Mission Systems
40D855101	e.p.g. Elettronica Srl
40D8550E5	Triton Electronics LTD
40D8550DB	Top Connect OU
40D8550D8	NEXT! s.c. S.Piela B.Dryja
40D8550F7	Comline Elektronik Elektrotechnik GmbH
40D8550EC	Sentry 360 Security
40D8550C5	M.M. Elektrolab
40D8550C1	Xepto Computing Inc
40D8550C2	SC Techswarm SRL
40D8550D3	LECO Corporation
40D85509A	CoherentPlus Sdn Bhd
40D8550A4	Resch Electronic Innovation GmbH
40D8550AA	Thermal Imaging Radar, LLC
40D855084	Papendorf Software Engineering GmbH
40D85505D	Leica Biosystems
40D85505C	Rosslare Enterprises Limited
40D855064	HIPODROMO DE AGUA CALIENTE, S.A. DE C.V.
40D855068	Oki Seatec Co., Ltd.
40D85507B	IPS Technology Limited
40D855051	CS Instruments Asia
40D855050	ATG UV Technology
40D85502E	Circuitec Ind. Equip. Eletr. Ltda
40D855041	T.Q.M. Itaca Technology s.r.l.
40D855035	Mesotech International, Inc.
40D85503A	Socus networks
40D85503B	Telcomkorea
40D855058	Energy Team S.p.A.
40D85504C	Serveron Corporation
40D85504B	Vital Tech Industria e Comercio Ltda
40D855016	Par-Tech, Inc.
0050C2FFE	Sensata Technologies
0050C2FF8	KST technology
40D85501D	Scharco Elektronik GmbH
40D855009	ClearSite Communications Inc.
0050C2FE0	Azurtest
0050C2FD6	City Computing Ltd
0050C2FCE	KOYO ELECTRIC
0050C2FF6	Booyco Electronics
0050C2FD3	Aster Electric Co.,Ltd.
0050C2FCF	DINTEK Shanghai Electronic Ltd
0050C2FA3	Xemex NV
0050C2FA2	Power-One
0050C2FC7	SERCOM Regeltechniek
0050C2FC4	Kyowadensi
0050C2FB9	Coral Telecom Ltd
0050C2F7D	D-Hike Electroncs Technology Co.,Ltd
0050C2F79	Tattile srl
0050C2F9F	Nanjing SAC Power Grid Automation Co., Ltd.
0050C2F8C	UBSTechnology Co., Ltd
0050C2F7F	Dynamic Design
0050C2F96	JLCooper Electronics
0050C2F7B	MCM Electronics
0050C2F78	Gets MSS S.A.
0050C2F73	DELTACAST.TV
0050C2F86	Audio Power Labs
0050C2F84	Dynon Instruments
0050C2F8B	comlet Verteilte Systeme GmbH
0050C2F5B	Saia-Burgess Controls AG
0050C2F5D	SMARTB TECHNOLOGIES
0050C2F51	NDC Infrared Engineering, Inc.
0050C2F49	Green Instruments A/S
0050C2F4E	Heinzinger electronic GmbH
0050C2F68	Newtec A/S
0050C2F65	Telebyte Inc.
0050C2F0E	Micro Technic A/S
0050C2F21	SEITEC Co. Ltd
0050C2F32	Net4Things
0050C2F43	Special Systems Engineering Center LLC
0050C2F40	iBWorld co.,ltd.
0050C2F2C	Terratel Technology s.r.o.
0050C2EF6	Netline Communication Technologies
0050C2EF4	RO.VE.R. Laboratories S.p.A
0050C2EF0	Homaetrix Ltd
0050C2F01	Mango DSP, Inc
0050C2F00	Syscom Instruments
0050C2EFD	Sanmina
0050C2EEB	fibrisTerre GmbH
0050C2EE9	QUANTA S.r.l.
0050C2EE5	Cytec Zylindertechnik GmbH
0050C2EDF	Monitor Business Machines
0050C2F06	Micro-Key BV
0050C2F03	Wren Sound Systems
0050C2ED6	Cat AB
0050C2ED3	ECO MONITORING UTILITY SYSTEMS LTD
0050C2ED4	TAMAGAWA ELECTRONICS CO.,LTD.
0050C2ED2	Klangspektrum GmbH
0050C2EDC	Eyelock Corporation
0050C2EC1	ANT Group s.r.l
0050C2EC0	UgMO Technologies
0050C2ED7	FBT Elettronica spa
0050C2EC9	Amsterdam Scientific Instruments BV
0050C2EB0	Pulse Communication Systems Pvt. Ltd.
0050C2EAB	Warp9 Tech Design, Inc.
0050C2EAA	BAE Systems
0050C2EB5	Covidence A/S
0050C2EA0	Robert Bosch Healthcare Systems, Inc.
0050C2E99	UV Networks, Inc.
0050C2E9A	Solace Systems
0050C2E96	PROYECSON S.A.
0050C2E93	Perceptive Pixel Inc.
0050C2EA2	ThinkRF Corp
0050C2EBF	CIVOLUTION
0050C2E9D	nicai-systems
0050C2E90	GS Elektromedizinische Geraete G. Stemple GmbH
0050C2E91	DSP DESIGN LTD
0050C2E8E	GD Mission Systems
0050C2E68	Kyoritsu Electric Corporation
0050C2E7A	Lightel
0050C2E84	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
0050C2E6F	Leyden Engineering
0050C2E88	Pivitec, LLC
0050C2E71	traffic network solutions s.l
0050C2E47	ENIKA.CZ
0050C2E42	Wings for Media SL
0050C2E61	Detech Electronics ApS
0050C2E5D	T8 Ltd
0050C2E31	ENSIS Co., Ltd.
0050C2E1A	Rosslare Enterprises Limited
0050C2E1F	ELVEES
0050C2E2E	DS! Ingenieurbuero
0050C2E05	NOCOSIUM
0050C2E04	Sec.Eng Systems Pty Ltd
0050C2E17	Gall Tankdatensysteme GmbH
0050C2DFE	Xitek Design Limited
0050C2E01	Tyco Traffic & Transportation
0050C2DF5	EtherLight
0050C2DE2	SEQUTEC INC
0050C2DD2	Electronic Applications, Inc.
0050C2DCE	Mecsel Oy
0050C2DDC	Vision  & Control GmbH
0050C2DBD	Margento R&D
0050C2DB8	Comsat VertriebsgmbH
0050C2DAF	eumig industrie-tv GmbH
0050C2D9C	Gamber Johnson LLC
0050C2DAA	M & PAUL, INC
0050C2D73	Saia-Burgess Controls AG
0050C2D6E	BC Illumination, Inc.
0050C2D82	Audio Authority Corp
0050C2D83	Blankom
0050C2D7D	Voltech Instruments
0050C2D7F	HMI Technologies
0050C2D6C	ALPHA Corporation
0050C2D6B	Nemec Automation
0050C2D7B	OWITA GmbH
0050C2D7A	Transbit Sp. z o.o.
0050C2D75	Collectric AB
0050C2D76	Telvent
0050C2D99	T-Industry, s.r.o.
0050C2D91	CHAUVIN ARNOUX
0050C2D55	Sterna Security
0050C2D56	SELEX Communications Limited
0050C2D49	Smith Meter, Inc
0050C2D45	Technagon GmbH
0050C2D44	Saia-Burgess Controls AG
0050C2D3D	Tellabs Operations Inc.
0050C2D60	Nihon Kessho Koogaku Co., Ltd.
0050C2D3B	Gitsn Inc.
0050C2D5E	PRIVATECH Inc.
0050C2D5B	Infinition Inc.
0050C2D66	Uvax Concepts
0050C2D52	F+D Feinwerk- und Drucktechnik GmbH
0050C2D41	AREA ENERGY, INC.
0050C2D00	Bodensee Gravitymeter Geosystem GmbH
0050C2D39	Apex NV
0050C2D1B	TECHKON GmbH
0050C2D0E	Weinert Engineering GmbH
0050C2CFC	Tritium Pty Ltd
0050C2CE5	Maretron, LLP
0050C2CEF	Lupatecnologia e Sistemas Ltda
0050C2CDE	Axotec Technologies GmbH
0050C2CAD	Pacific Coast Engineering
0050C2CAC	PURVIS Systems Incorporated
0050C2CB2	Moravian Instruments
0050C2CB0	Konsmetal S.A.
0050C2CA5	YOKOWO CO.,LTD
0050C2CA0	Kiefer technic GmbH
0050C2CB5	Private
0050C2CB7	inotech GmbH
0050C2CBF	Megacon AB
0050C2C8F	Keith & Koep GmbH
0050C2C8D	Emergency Message Controls LLC
0050C2C80	Reko-vek
0050C2C7C	Keysight Technologies Inc.
0050C2C79	CODESYSTEM Co.,Ltd
0050C2C67	Practical Control Ltd
0050C2C76	GridManager A/S
0050C2C72	Quail
0050C2C41	COMPRION GmbH
0050C2C3E	Sysacom
0050C2C3B	ELEKTRO-AUTOMATIK GmbH & Co. KG
0050C2C32	Procon Electronics
0050C2C31	4D Technology Corporation
0050C2C2C	bach-messtechnik gmbh
0050C2C54	HPC Platform
0050C2C52	Smartfield, Inc.
0050C2C5D	SweMet AB
0050C2C5A	Commotive A/S
0050C2C39	SECAD SA
0050C2C4F	Powersense A/S
0050C2C49	Elektronic Thoma GmbH
0050C2C0B	ProSourcing GmbH
0050C2C19	Ibercomp SA
0050C2C1A	SAM Co., Ltd.
0050C2C1B	Graesslin GmbH
0050C2BFE	Ingeteam Paneles S.A.U.
0050C2C16	OMICRON electronics GmbH
0050C2C26	Austco Marketing & Service (USA) ltd.
0050C2C22	Audient Ltd
0050C2C13	Dantec Dynamics A/S
0050C2C11	ART Antriebs- und Regeltechnik GmbH
0050C2BC0	Galaxia Electronics
0050C2BBC	ImpactSystems
0050C2BBE	Onlinepizza Norden AB
0050C2BEF	SOCIEDAD IBERICA DE CONSTRUCCIONES ELECTRICAS, S.A. (SICE)
0050C2BEB	Peek Traffic Corporation
0050C2BC9	Nextmove Technologies
0050C2BCE	TV Portal Co., Ltd.
0050C2BD4	Global Security Devices
0050C2BB3	ClimateWell AB (publ)
0050C2BB2	St Michael Strategies Inc
0050C2BB9	Toptech Systems, Inc.
0050C2B8C	Keith & Koep GmbH
0050C2B8D	CEMSI
0050C2B88	Gigatronik  Köln GmbH
0050C2BA7	RaumComputer Entwicklungs- und Vertriebs GmbH
0050C2B85	SilverNet
0050C2B73	ARKRAY, Inc. Kyoto Laboratory
0050C2B66	8185
0050C2B7A	Schnoor Industrieelektronik GmbH & Co. KG
0050C2B81	GHL Advanced Technolgy GmbH & Co. KG
0050C2B5E	Palgiken Co.,Ltd.
0050C2B70	Nisshin Electronics co.,ltd.
0050C2B7F	Enatel
0050C2B6C	Drinelec
0050C2B26	Elko Systems
0050C2B34	Meisol co.,ltd
0050C2B4C	ElectroCom
0050C2B47	MCS MICRONIC Computer Systeme GmbH
0050C2B4F	Sencon UK Ltd.
0050C2B28	Micromax Pty. Ltd.
0050C2B3F	M-Tronic Design and Technology GmbH
0050C2B1D	Telegenix
0050C2B1B	Integrated  Control Corp.
0050C2B18	Rosslare Enterprises Limited
0050C2B00	Saia-Burgess Controls AG
0050C2B0D	Japan Electronics System, Inc
0050C2ACB	U-CARE INC.
0050C2AD1	Phytec Messtechnik GmbH
0050C2AF2	ACD Elektronik GmbH
0050C2AE0	AT4 wireless.S.A
0050C2AF1	Green Goose
0050C2AC5	E-Motion System, Inc.
0050C2AA7	Endeas Oy
0050C2A99	Haivision Systems Inc
0050C2A9A	Absolutron. LLC
0050C2A96	FEP SRL
0050C2A93	SPX Flow Technology
0050C2A94	Par-Tech, Inc.
0050C2AB9	Showtacle
0050C2AB2	ProCom Systems, Inc.
0050C2AA0	Smith Meter, Inc.
0050C2A86	LIMAB AB
0050C2A7B	Orange Tree Technologies
0050C2A68	X-Pert Paint Mixing Systems
0050C2A66	DVTech
0050C2A5F	Alga Microwave Inc
0050C2A14	Elbit Systems of America - Tallahassee Operations
0050C2A15	Industrial Computing Ltd
0050C2A0F	Visualware Inc
0050C2A25	Saia-Burgess Controls AG
0050C2A50	i-RED Infrarot Systeme GmbH
0050C2A4F	Deuta GmbH
0050C2A4E	Conduant Corporation
0050C2A20	Quorum Technologies Ltd
0050C2A1E	MAMAC Systems, Inc.
0050C2A1F	Flight Data Systems Pty Ltd
0050C2A1D	SAMH Engineering Services
0050C2A4A	DITRON S.r.l.
0050C2A45	Sofradir-EC
0050C2A17	Winners Satellite Electronics Corp.
0050C2A39	Industrial Data Products Ltd
0050C29FE	SPECTRA EMBEDDED SYSTEMS
0050C2A00	Technovare Systems
0050C29FC	ECTEC INC.
0050C29FA	Teranex A Division of Silicon Optix
0050C29F5	Commex Technologies
0050C29E0	DST Swiss AG
0050C2A09	Innovative American Technology
0050C29D0	J. DITTRICH ELEKTRONIC GmbH & Co. KG
0050C29E6	Kumho Electric, Inc.
0050C29CA	ESAB-ATAS GmbH
0050C29CE	Ronan Engineering
0050C29C8	ethermetrics
0050C29B8	Sound Player Systems e.K.
0050C29B3	Kahler Automation
0050C29B1	Bon Hora GmbH
0050C299B	Bettini srl
0050C2997	Depro Électronique
0050C2996	Commercial Timesharing Inc.
0050C29AD	Chronos Technology Ltd.
0050C29AA	TEKO TELECOM SpA
0050C29A4	Entwicklung Hard- & Software
0050C299C	CaTs3 Limited
0050C299F	Sietron Elektronik
0050C29A3	Computerwise, Inc.
0050C29A6	Metodo2
0050C2984	Atel Corporation
0050C2985	Earnestcom Sdn Bhd
0050C2981	Novotronik GmbH
0050C297E	RF Industries
0050C2975	Pyramid Technical Consultants
0050C2969	Gehrke Kommunikationssysteme GmbH
0050C2977	Saia-Burgess Controls AG
0050C2967	Watthour Engineering Co., Inc.
0050C296E	Peek Traffic Corporation
0050C2933	Saia-Burgess Controls AG
0050C2947	IMEXHIGHWAY cvba
0050C2955	Roessmann Engineering
0050C293E	RCS Communication Test Systems Ltd.
0050C2941	Rolbit
0050C290E	Phytec Messtechnik GmbH
0050C292F	Phytec Messtechnik GmbH
0050C290F	INTEGRA Biosciences AG
0050C291D	Rosendahl Studiotechnik GmbH
0050C2906	Gidel
0050C28DE	Coherix, Inc
0050C28DC	Frame Systems Limited
0050C2902	China Railway Signal & Communication Corp.
0050C28EC	Balfour Beatty Rail GmbH
0050C28ED	AT-Automation Technology GmbH
0050C28E6	Sandel Avionics, Inc.
0050C28EE	PCSC
0050C28C4	Soldig Industria e Comercio de Equipamentos Eletronicos LTDA
0050C28C6	Gradual Tecnologia Ltda.
0050C28C1	Heraeus Noblelight GmbH
0050C28D7	Polygon Informatics Ltd.
0050C28D8	Array Technologies Inc
0050C28D2	TTi Ltd
0050C28B3	VTQ Videtronik GmbH
0050C28B4	Sandar Telecast AS
0050C28CC	LyconSys GmbH & Co.KG
0050C28AB	Nanomotion Ltd.
0050C2864	ATG Automatisierungstechnik GERA GmbH
0050C2860	Eutron S.p.A.
0050C287F	Optoelettronica Italia S.r.l.
0050C287B	UAVNavigation S.L.
0050C287A	Spectrum Management, LC
0050C289E	Broadcast Electronics
0050C2867	Syntronics
0050C2896	Blankom
0050C2894	Shockfish SA
0050C2890	BAE Systems Hägglunds AB
0050C288A	Continental Electronics Corp.
0050C286F	b-plus GmbH
0050C286B	OMB Sistemas Electronicos S.A.
0050C285D	Ing. Knauseder Mechatronik GmbH
0050C284B	TASK SISTEMAS DE COMPUTACAO LTDA
0050C2853	Ettus Research LLC
0050C2850	K.K. Rocky
0050C2833	LaserLinc, Inc.
0050C2844	Prodigy Electronics Limited
0050C2840	Residential Control Systems
0050C283B	O. Bay AG
0050C281B	Brain Tech Co., Ltd
0050C2816	Intelight Inc.
0050C2817	Odin TeleSystems Inc
0050C281E	Channelot Ltd.
0050C281C	Telcom
0050C280A	Phytec Messtechnik GmbH
0050C27FC	TIS Dialog LLC
0050C2808	ITB CompuPhase
0050C2804	SoftSwitching Technologies
0050C2822	Winner Technology Co, Ltd.
0050C27E3	Progentech Limited
0050C27E0	C&D Technologies, Inc
0050C27E5	Nystrom Engineering
0050C27D3	Highrail Systems Limited
0050C27F8	Wise Industria de Telecomunicações Ldta.
0050C27F7	MangoDSP
0050C27C9	Bluebell Opticom Limited
0050C27C5	Venture Research Inc.
0050C27C0	European Industrial Electronics B.V.
0050C27BD	PROMATE ELECTRONIC CO.LTD
0050C27BC	EIDOS SPA
0050C27A4	Calibre UK LTD
0050C27A2	RaySat Israel LTD
0050C27BA	Infodev Electronic Designers Intl.
0050C27B8	Design 2000 Pty Ltd
0050C27C7	Pyrosequencing AB
0050C27B3	Elmec,  Inc.
0050C27B4	T 1 Engineering
0050C277F	ACD Elektronik GmbH
0050C279A	JMC America, LLC
0050C2798	Indefia
0050C2799	AAVD
0050C2795	Ameli Spa
0050C276F	Control and Robotics Solutions
0050C2770	Cadex Electronics Inc.
0050C2762	Assembly Contracts Limited
0050C277C	ATEC SRL
0050C277A	Smith Meter, Inc
0050C2792	SMARTRO Co.,Ltd.
0050C2771	ZigBee Alliance
0050C275F	B. Rexroth the identity company GmbH
0050C275E	Sky-Skan, Incorporated
0050C2747	CDSA Dam Neck
0050C2759	Sequentric Energy Systems, LLC
0050C270B	B.E.A.R. Solutions (Australasia) Pty, Ltd
0050C2716	MITROL S.R.L.
0050C2727	Pelweckyj Videotechnik GmbH
0050C2726	eta systemi CKB
0050C2722	Centric TSolve BV
0050C2739	Tattile srl
0050C26DF	QR Sciences Ltd
0050C2701	Keith & Koep GmbH
0050C26F3	E3Switch LLC
0050C26E9	Bando electronic communication Co.Lltd
0050C26E1	NewOnSys Ltd.
0050C26DB	Gebhardt Ventilatoren GmbH
0050C26DD	Zmicro Systems Inc
0050C26C9	NETAMI
0050C26C8	B&S MEDIA Co., LTD.
0050C26C0	GLOSTER SANTE EUROPE
0050C26D7	Mavenir System, Inc.
0050C26DA	Techno Fittings S.r.l.
0050C26D3	DigiSensory technologies Pty Ltd
0050C26CC	Widmer Time Recorder Co., Inc.
0050C26BC	Paraytec Ltd
0050C26B1	Burk Technology
0050C2688	Elk Products
0050C268E	SELCO
0050C26A0	GFP Lab S.r.l.
0050C26A8	Delcan Technologies, Inc
0050C2699	Bulletendpoints Enterprises Inc
0050C2686	ANNAX Anzeigesysteme GmbH
0050C2695	Purelink Technology, inc.
